_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
19969,a307,b896,king kong,2005,Peter Jackson,Naomi Watts Jack Black Adrien Brody Thomas Kretschmann,187,king kong,2005,Peter Jackson,Adrien Brody Jack Black Naomi Watts,187,1
2047,a1881,b58,amour,2012,Michael Haneke,Jean-Louis Trintignant Emmanuelle Riva Isabelle Huppert Alexandre Tharaud,127,amour,2012,Michael Haneke,Emmanuelle Riva Isabelle Huppert Jean-Louis Trintignant,127,1
3672,a756,b137,before sunset,2004,Richard Linklater,Ethan Hawke Julie Delpy Vernon Dobtcheff Louise Lemoine Torrès,80,before sunset,2004,Richard Linklater,Ethan Hawke Julie Delpy,80,1
59784,a2499,b2652,nineteen eighty four,1984,Michael Radford,John Hurt Richard Burton Suzanna Hamilton Cyril Cusack,113,1984,1985,Michael Radford,Andrew Wilde Anthony Benson Cyril Cusack David Cann David Trevena Gregor Fisher James Walker John Hurt Richard Burton Suzanna Hamilton,113,0
28,a1185,b3,dial m for murder,1954,Alfred Hitchcock,Ray Milland Grace Kelly Robert Cummings John Williams,105,rear window,1954,Alfred Hitchcock,Frank Cady Georgine Darcy Grace Kelly James Stewart Judith Evelyn Raymond Burr Ross Bagdasarian Sara Berner Thelma Ritter Wendell Corey,112,0
21037,a2079,b961,uncle buck,1989,John Hughes,John Candy Macaulay Culkin Jean Louisa Kelly Gaby Hoffmann,100,a fish called wanda,1988,Charles Crichton John Cleese,Jamie Lee Curtis John Cleese,108,0
47584,a1523,b2119,barton fink,1991,Joel Coen Ethan Coen,John Turturro John Goodman Judy Davis Michael Lerner,116,barton fink,1991,Ethan Coen Joel Coen,John Goodman John Turturro,116,1
57703,a310,b2547,this is the end,2013,Evan Goldberg Seth Rogen,James Franco Jonah Hill Seth Rogen Jay Baruchel,107,this is the end,2013,Evan Goldberg Seth Rogen,Craig Robinson Danny McBride Emma Watson James Franco Jay Baruchel Jonah Hill Michael Cera Mindy Kaling Paul Rudd Seth Rogen,107,1
10449,a347,b425,knocked up,2007,Judd Apatow,Seth Rogen Katherine Heigl Paul Rudd Leslie Mann,129,knocked up,2007,Judd Apatow,Katherine Heigl Paul Rudd Seth Rogen,129,1
45682,a397,b2038,batman,1989,Tim Burton,Michael Keaton Jack Nicholson Kim Basinger Robert Wuhl,126,batman,1989,Tim Burton,Jack Nicholson Michael Keaton,126,1
38549,a1975,b1683,submarine,2010,Richard Ayoade,Craig Roberts Sally Hawkins Paddy Considine Noah Taylor,97,submarine,2011,Richard Ayoade,,97,1
65978,a2207,b2932,paris  je t aime,2006,Olivier Assayas Frédéric Auburtin Emmanuel Benbihy Gurinder Chadha Sylvain Chomet Ethan Coen Joel Coen Isabel Coixet Wes Craven Alfonso Cuarón Gérard Depardieu Christopher Doyle Richard LaGravenese Vincenzo Natali Alexander Payne Bruno Podalydès Walter Salles Oliver Schmitz Nobuhiro Suwa Daniela Thomas Tom Tykwer Gus Van Sant,Juliette Binoche Leonor Watling Ludivine Sagnier Fanny Ardant,120,paris  je t aime,2007,Alexander Payne Alfonso Cuarón Bruno Podalydès Christopher Doyle Daniela Thomas Emmanuel Benbihy Ethan Coen Frédéric Auburtin Gérard Depardieu Gurinder Chadha Gus Van Sant Isabel Coixet Joel Coen Nobuhiro Suwa Oliver Schmitz Olivier Assayas Richard LaGravenese Sylvain Chomet Tom Tykwer Vincenzo Natali Walter Salles Wes Craven,,120,1
18790,a1863,b831,beginners,2010,Mike Mills,Ewan McGregor Christopher Plummer Mélanie Laurent Goran Visnjic,105,beginners,2011,Mike Mills,Christopher Plummer Ewan McGregor Mélanie Laurent,105,1
47595,a1968,b2121,the new world,2005,Terrence Malick,Colin Farrell Q'orianka Kilcher Christopher Plummer Christian Bale,135,the new world,2005,Terrence Malick,Christopher Plummer Colin Farrell Q'orianka Kilcher,135,1
30456,a2320,b1359,the siege,1998,Edward Zwick,Denzel Washington Bruce Willis Annette Bening Tony Shalhoub,116,courage under fire,1996,Edward Zwick,Denzel Washington Meg Ryan,117,0
9971,a431,b387,baby driver,2017,Edgar Wright,Ansel Elgort Jon Bernthal Jon Hamm Eiza González,112,baby driver,2017,Edgar Wright,Ansel Elgort C.J. Jones Eiza González Jamie Foxx Jon Bernthal Jon Hamm Kevin Spacey Lily James Micah Howard Morgan Brown Morse Diggs,112,1
63430,a1911,b2825,the founder,2016,John Lee Hancock,Michael Keaton Nick Offerman John Carroll Lynch Linda Cardellini,115,the founder,2017,John Lee Hancock,B.J. Novak John Carroll Lynch Justin Randell Brooke Katie Kneeland Laura Dern Linda Cardellini Michael Keaton Nick Offerman Patrick Wilson,115,1
9997,a30,b389,american beauty,1999,Sam Mendes,Kevin Spacey Annette Bening Thora Birch Wes Bentley,122,american beauty,1999,Sam Mendes,Annette Bening Kevin Spacey,122,1
59919,a1550,b2659,death at a funeral,2007,Frank Oz,Matthew Macfadyen Peter Dinklage Ewen Bremner Keeley Hawes,90,death at a funeral,2007,Frank Oz,Ewen Bremner Matthew MacFadyen Peter Dinklage,87,1
18126,a190,b806,juno,2007,Jason Reitman,Ellen Page Michael Cera Jennifer Garner Jason Bateman,96,juno,2007,Jason Reitman,Ellen Page Jennifer Garner Michael Cera,96,1
6412,a1216,b240,mary poppins,1964,Robert Stevenson,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns,139,mary poppins,1964,Robert Stevenson,Dick Van Dyke Julie Andrews,139,1
38585,a183,b1685,superbad,2007,Greg Mottola,Michael Cera Jonah Hill Christopher Mintz-Plasse Bill Hader,113,superbad,2007,Greg Mottola,Christopher Mintz-Plasse Jonah Hill Michael Cera,113,1
4358,a2896,b154,paterson,2016,Jim Jarmusch,Adam Driver Golshifteh Farahani Nellie Rizwan Manji,118,paterson,2016,Jim Jarmusch,Adam Driver Golshifteh Farahani,118,1
44796,a937,b1978,the last king of scotland,2006,Kevin Macdonald,James McAvoy Forest Whitaker Gillian Anderson Kerry Washington,123,the last king of scotland,2006,Kevin Macdonald,Forest Whitaker Gillian Anderson James McAvoy,123,1
48006,a3011,b2142,arthur christmas,2011,Sarah Smith Barry Cook,James McAvoy Jim Broadbent Bill Nighy Hugh Laurie,97,arthur christmas,2011,Barry Cook Sarah Smith,Bill Nighy James McAvoy Jim Broadbent,100,1
22567,a1705,b1029,good night  and good luck ,2005,George Clooney,David Strathairn George Clooney Patricia Clarkson Jeff Daniels,93,good night  and good luck ,2005,George Clooney,David Strathairn George Clooney Patricia Clarkson,93,1
35705,a495,b1559,3 10 to yuma,2007,James Mangold,Russell Crowe Christian Bale Ben Foster Logan Lerman,122,3 10 to yuma,2007,James Mangold,Ben Foster Christian Bale Russell Crowe,122,1
25203,a100,b1147,iron man 2,2010,Jon Favreau,Robert Downey Jr. Mickey Rourke Gwyneth Paltrow Don Cheadle,124,iron man,2008,Jon Favreau,Gwyneth Paltrow Robert Downey Jr. Terrence Howard,126,0
15893,a27,b694,star wars  episode v   the empire strikes back,1980,Irvin Kershner,Mark Hamill Harrison Ford Carrie Fisher Billy Dee Williams,124,star wars  episode v   the empire strikes back,1980,Irvin Kershner,Carrie Fisher Harrison Ford Mark Hamill,124,1
15457,a2495,b660,mortdecai,2015,David Koepp,Johnny Depp Gwyneth Paltrow Ewan McGregor Olivia Munn,107,it follows,2015,David Robert Mitchell,Bailey Spry Daniel Zovatto Jake Weary Keir Gilchrist Lili Sepe Linda Boston Maika Monroe Olivia Luccardi Ruby Harris,100,0
43288,a978,b1890,about a boy,2002,Chris Weitz Paul Weitz,Hugh Grant Nicholas Hoult Toni Collette Sharon Small,101,about a boy,2002,Chris Weitz Paul Weitz,Hugh Grant,101,1
18944,a16,b854,django unchained,2012,Quentin Tarantino,Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington,165,django unchained,2012,Quentin Tarantino,Christoph Waltz Don Johnson Jamie Foxx Kerry Washington Leonardo DiCaprio Samuel L. Jackson,165,1
46078,a1331,b2048,final destination 3,2006,James Wong,Mary Elizabeth Winstead Ryan Merriman Kris Lemche Alexz Johnson,93,slither,2006,James Gunn,Elizabeth Banks Michael Rooker Nathan Fillion,95,0
13726,a638,b602,corpse bride,2005,Tim Burton Mike Johnson,Johnny Depp Helena Bonham Carter Emily Watson Tracey Ullman,77,corpse bride,2005,Mike Johnson Tim Burton,Emily Watson Helena Bonham Carter Johnny Depp,77,1
63136,a576,b2815,notting hill,1999,Roger Michell,Hugh Grant Julia Roberts Richard McCabe Rhys Ifans,124,notting hill,1999,Roger Michell,Hugh Grant Julia Roberts,124,1
67831,a2134,b2993,the land before time,1988,Don Bluth,Pat Hingle Gabriel Damon Judith Barsi Helen Shaver,69,the land before time,1988,Don Bluth,Gabriel Damon Pat Hingle,69,1
31263,a2791,b1387,chungking express,1994,Kar-Wai Wong,Brigitte Lin Takeshi Kaneshiro Tony Chiu-Wai Leung Faye Wong,102,chungking express,1996,Kar Wai Wong,Brigitte Lin Takeshi Kaneshiro Tony Leung Chiu Wai,102,1
41609,a1841,b1820,elizabeth,1998,Shekhar Kapur,Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes,124,elizabeth,1998,Shekhar Kapur,Cate Blanchett,124,1
21205,a148,b966,casino royale,2006,Martin Campbell,Daniel Craig Eva Green Judi Dench Jeffrey Wright,144,casino royale,2006,Martin Campbell,Daniel Craig Eva Green Jeffrey Wright Judi Dench,144,1
8559,a1015,b326,rushmore,1998,Wes Anderson,Jason Schwartzman Bill Murray Olivia Williams Seymour Cassel,93,rushmore,1998,Wes Anderson,Bill Murray Jason Schwartzman,93,1
12630,a1734,b556,sense and sensibility,1995,Ang Lee,Emma Thompson Kate Winslet James Fleet Tom Wilkinson,136,sense and sensibility,1995,Ang Lee,Emma Thompson Kate Winslet,136,1
65065,a858,b2893,dark city,1998,Alex Proyas,Rufus Sewell Kiefer Sutherland Jennifer Connelly William Hurt,100,dark city,1998,Alex Proyas,Jennifer Connelly Kiefer Sutherland Rufus Sewell,100,1
58736,a1953,b2596,haywire,2011,Steven Soderbergh,Gina Carano Ewan McGregor Michael Fassbender Michael Angarano,93,haywire,2012,Steven Soderbergh,Ewan McGregor Gina Carano Michael Fassbender,93,1
62553,a2363,b2790,lady vengeance,2005,Chan-wook Park,Yeong-ae Lee Min-sik Choi Shi-hoo Kim Yea-young Kwon,115,three    extremes,2005,Chan-wook Park Fruit Chan Takashi  Miike,Byung-hun Lee Ling Bai,125,0
62053,a2378,b2760,bottle rocket,1996,Wes Anderson,Luke Wilson Owen Wilson Ned Dowd Shea Fowler,91,bottle rocket,1996,Wes Anderson,Luke Wilson Owen Wilson,91,1
50312,a42,b2213,kill bill  vol  1,2003,Quentin Tarantino,Uma Thurman David Carradine Daryl Hannah Michael Madsen,111,kill bill  vol  1,2003,Quentin Tarantino,Daryl Hannah David Carradine Lucy Liu Michael Madsen Uma Thurman,111,1
9545,a2467,b369,dangerous liaisons,1988,Stephen Frears,Glenn Close John Malkovich Michelle Pfeiffer Swoosie Kurtz,119,the grifters,1990,Stephen Frears,Anjelica Huston Annette Bening John Cusack,110,0
8191,a465,b312,room,2015,Lenny Abrahamson,Brie Larson Jacob Tremblay Sean Bridgers Wendy Crewson,118,room,2015,Lenny Abrahamson,Brie Larson Jacob Tremblay,118,1
32085,a596,b1416,the jungle book,2016,Jon Favreau,Neel Sethi Bill Murray Ben Kingsley Idris Elba,106,the jungle book,2016,Jon Favreau,Ben Kingsley Bill Murray Giancarlo Esposito Idris Elba Lupita Nyong'o Neel Sethi Scarlett Johansson,106,1
12537,a1723,b546,before the devil knows you re dead,2007,Sidney Lumet,Philip Seymour Hoffman Ethan Hawke Albert Finney Marisa Tomei,117,before the devil knows you re dead,2007,Sidney Lumet,Albert Finney Ethan Hawke Philip Seymour Hoffman,117,1
46090,a1991,b2048,dead silence,2007,James Wan,Ryan Kwanten Amber Valletta Donnie Wahlberg Michael Fairman,89,slither,2006,James Gunn,Elizabeth Banks Michael Rooker Nathan Fillion,95,0
37417,a2166,b1625,disconnect,2012,Henry Alex Rubin,Jason Bateman Jonah Bobo Haley Ramm Hope Davis,115,listen up philip,2014,Alex Ross Perry,Elisabeth Moss Jason Schwartzman Jonathan Pryce Joséphine de La Baume Krysten Ritter,108,0
5422,a1280,b204,on the waterfront,1954,Elia Kazan,Marlon Brando Karl Malden Lee J. Cobb Rod Steiger,108,on the waterfront,1954,Elia Kazan,Karl Malden Marlon Brando,108,1
41347,a1860,b1801,darkest hour,2017,Joe Wright,Gary Oldman Lily James Kristin Scott Thomas Ben Mendelsohn,125,darkest hour,2017,Joe Wright,Adrian Rawlins Anna Burnett Beatrice Stein Ben Mendelsohn Charley Palmer Merkell David Schofield Gary Oldman Hannah Steele Hilton McRae Jordan Waller Kristin Scott Thomas Lily James Nicholas Jones Philip Martin Brown Pip Torrens Richard Lumsden Ronald Pickup Samuel West Stephen Dillane,125,1
30568,a765,b1363,finding dory,2016,Andrew Stanton Angus MacLane,Ellen DeGeneres Albert Brooks Ed O'Neill Kaitlin Olson,97,finding dory,2016,Andrew Stanton Angus MacLane,Albert Brooks Ellen DeGeneres,97,1
48268,a2352,b2151,doctor zhivago,1965,David Lean,Omar Sharif Julie Christie Geraldine Chaplin Rod Steiger,197,doctor zhivago,1965,David Lean,Alec Guinness Geraldine Chaplin Jeffrey Rockland Julie Christie Omar Sharif Ralph Richardson Rita Tushingham Rod Steiger Siobhan McKenna Tom Courtenay,197,1
60564,a1088,b2688,over the hedge,2006,Tim Johnson Karey Kirkpatrick,Bruce Willis Garry Shandling Steve Carell Wanda Sykes,83,over the hedge,2006,Karey Kirkpatrick Tim Johnson,Bruce Willis Garry Shandling,83,1
3603,a2088,b135,king kong,1933,Merian C. Cooper Ernest B. Schoedsack,Fay Wray Robert Armstrong Bruce Cabot Frank Reicher,100,king kong,1933,Ernest B. Schoedsack Merian C. Cooper,Bruce Cabot Fay Wray Frank Reicher James Flavin King Kong Noble Johnson Robert Armstrong Sam Hardy Steve Clemente Walter Ackerman,100,1
10722,a20,b449,the silence of the lambs,1991,Jonathan Demme,Jodie Foster Anthony Hopkins Lawrence A. Bonney Kasi Lemmons,118,the silence of the lambs,1991,Jonathan Demme,Anthony Hopkins Jodie Foster,118,1
51612,a1385,b2286,doubt,2008,John Patrick Shanley,Meryl Streep Philip Seymour Hoffman Amy Adams Viola Davis,104,doubt,2008,John Patrick Shanley,Amy Adams Meryl Streep Philip Seymour Hoffman,104,1
63487,a1941,b2829,moonraker,1979,Lewis Gilbert,Roger Moore Lois Chiles Michael Lonsdale Richard Kiel,126,moonraker,1979,Lewis Gilbert,Roger Moore,126,1
33777,a2270,b1484,the color of money,1986,Martin Scorsese,Paul Newman Tom Cruise Mary Elizabeth Mastrantonio Helen Shaver,119,the color of money,1986,Martin Scorsese,Paul Newman Tom Cruise,119,1
60296,a1007,b2677,primal fear,1996,Gregory Hoblit,Richard Gere Laura Linney Edward Norton John Mahoney,129,selena,1997,Gregory Nava,Edward James Olmos Jennifer Lopez Jon Seda,127,0
3364,a978,b123,about a boy,2002,Chris Weitz Paul Weitz,Hugh Grant Nicholas Hoult Toni Collette Sharon Small,101,bloody sunday,2002,Paul Greengrass,James Nesbitt Nicholas Farrell Tim Pigott-Smith,107,0
51749,a223,b2290,crazy  stupid  love ,2011,Glenn Ficarra John Requa,Steve Carell Ryan Gosling Julianne Moore Emma Stone,118,crazy  stupid  love,2011,Glenn Ficarra John Requa,Julianne Moore Ryan Gosling Steve Carell,118,1
4998,a2038,b187,selma,2014,Ava DuVernay,David Oyelowo Carmen Ejogo Tim Roth Lorraine Toussaint,128,selma,2014,Ava DuVernay,Andre Holland Carmen Ejogo Common David Oyelowo Giovanni Ribisi Lorraine Toussaint Tim Roth Tom Wilkinson Wendell Pierce,128,1
57308,a873,b2525,mad max,1979,George Miller,Mel Gibson Joanne Samuel Hugh Keays-Byrne Steve Bisley,88,mad max,1980,George Miller,Mel Gibson,88,1
58907,a642,b2610,kung fu panda 2,2011,Jennifer Yuh Nelson,Jack Black Angelina Jolie Jackie Chan Dustin Hoffman,90,kung fu panda 2,2011,Jennifer Yuh,Angelina Jolie Jack Black Jackie Chan,90,1
13423,a72,b593,the terminator,1984,James Cameron,Arnold Schwarzenegger Linda Hamilton Michael Biehn Paul Winfield,107,the terminator,1984,James Cameron,Arnold Schwarzenegger Linda Hamilton Michael Biehn,107,1
37406,a1475,b1624,margin call,2011,J.C. Chandor,Zachary Quinto Stanley Tucci Kevin Spacey Paul Bettany,107,margin call,2011,J.C. Chandor,,105,1
2440,a332,b79,platoon,1986,Oliver Stone,Charlie Sheen Tom Berenger Willem Dafoe Keith David,120,platoon,1987,Oliver Stone,Tom Berenger Willem Dafoe,120,1
19344,a462,b875,the wrestler,2008,Darren Aronofsky,Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis,109,the wrestler,2008,Darren Aronofsky,Evan Rachel Wood Marisa Tomei Mickey Rourke,109,1
47622,a515,b2125,o brother  where art thou ,2000,Joel Coen Ethan Coen,George Clooney John Turturro Tim Blake Nelson John Goodman,107,the big lebowski,1998,Ethan Coen Joel Coen,Jeff Bridges John Goodman,117,0
17864,a1417,b794,tombstone,1993,George P. Cosmatos Kevin Jarre,Kurt Russell Val Kilmer Sam Elliott Bill Paxton,130,mandy,0,Panos Cosmatos,Andrea Riseborough Bill Duke Hayley Saywell Linus Roache Ned Dennehy Nicolas Cage Olwen Fouere Paul Painter Richard Brake,121,0
16161,a2567,b707,frances ha,2012,Noah Baumbach,Greta Gerwig Mickey Sumner Adam Driver Michael Zegen,86,frances ha,2013,Noah Baumbach,Adam Driver Greta Gerwig Michael Zegen Mickey Sumner Patrick Heusinger,86,1
28291,a2628,b1262,the fog,1980,John Carpenter,Adrienne Barbeau Jamie Lee Curtis Janet Leigh John Houseman,89,halloween,1978,John Carpenter,Donald Pleasence Jamie Lee Curtis Tony Moran,91,0
21090,a2777,b961,crocodile dundee ii,1988,John Cornell,Paul Hogan Linda Kozlowski John Meillon Ernie Dingo,108,a fish called wanda,1988,Charles Crichton John Cleese,Jamie Lee Curtis John Cleese,108,0
2640,a2769,b89,the best years of our lives,1946,William Wyler,Myrna Loy Dana Andrews Fredric March Teresa Wright,170,the best years of our lives,1946,William Wyler,Cathy O'Donnell Dana Andrews Fredric March Gladys George Harold Russell Hoagy Carmichael Myrna Loy Roman Bohnen Teresa Wright Virginia Mayo,170,1
2817,a2295,b98,the african queen,1951,John Huston,Humphrey Bogart Katharine Hepburn Robert Morley Peter Bull,105,the african queen,1952,John Huston,Errol John Gerald Onn Humphrey Bogart Katharine Hepburn Peter Bull Peter Swanwick Richard Marner Robert Morley Theodore Bikel Walter Gotell,105,1
13268,a920,b584,fantastic mr  fox,2009,Wes Anderson,George Clooney Meryl Streep Bill Murray Jason Schwartzman,87,fantastic mr  fox,2009,Wes Anderson,Bill Murray George Clooney Meryl Streep,87,1
19722,a1413,b891,hairspray,2007,Adam Shankman,John Travolta Queen Latifah Nikki Blonsky Michelle Pfeiffer,117,hairspray,2007,Adam Shankman,John Travolta Nikki Blonsky Queen Latifah,117,1
64110,a385,b2843,the thing,1982,John Carpenter,Kurt Russell Wilford Brimley Keith David Richard Masur,109,blue thunder,1983,John Badham,Candy Clark Daniel Stern David Sheiner Ed Bernard Jason Bernard Joe Santos Malcolm McDowell Paul Roebling Roy Scheider Warren Oates,109,0
61340,a1177,b2730,cinderella,2015,Kenneth Branagh,Lily James Cate Blanchett Richard Madden Helena Bonham Carter,105,cinderella,2015,Kenneth Branagh,Lily James,105,1
36470,a420,b1583,flight,2012,Robert Zemeckis,Denzel Washington Nadine Velazquez Don Cheadle John Goodman,138,flight,2012,Robert Zemeckis,Bruce Greenwood Denzel Washington Nadine Velazquez,138,1
57492,a839,b2538,nocturnal animals,2016,Tom Ford,Amy Adams Jake Gyllenhaal Michael Shannon Aaron Taylor-Johnson,116,nocturnal animals,2016,Tom Ford,Aaron Taylor-Johnson Amy Adams Isla Fisher Jake Gyllenhaal Michael Shannon,116,1
52907,a1792,b2339,existenz,1999,David Cronenberg,Jude Law Jennifer Jason Leigh Ian Holm Willem Dafoe,97,born romantic,2001,David Kane,Craig Ferguson Ian Hart,96,0
62316,a1717,b2774,filth,2013,Jon S. Baird,James McAvoy Jamie Bell Eddie Marsan Imogen Poots,97,cop car,2015,Jon Watts,Camryn Manheim Hays Wellford James Freedson-Jackson Kevin Bacon Shea Whigham,88,0
15854,a2184,b692,short term 12,2013,Destin Daniel Cretton,Brie Larson Frantz Turner John Gallagher Jr. Kaitlyn Dever,96,short term 12,2013,Destin Cretton,Alex Calloway Brie Larson Frantz Turner John Gallagher Jr. Kaitlyn Dever Kevin Hernandez Lakeith Stanfield Lydia Du Veaux Rami Malek Stephanie Beatriz,96,1
36139,a2341,b1578,dreamgirls,2006,Bill Condon,Beyoncé Jamie Foxx Eddie Murphy Danny Glover,130,dreamgirls,2006,Bill Condon,Beyoncé Knowles Eddie Murphy Jamie Foxx,130,1
63486,a1776,b2829,the spy who loved me,1977,Lewis Gilbert,Roger Moore Barbara Bach Curd Jürgens Richard Kiel,125,moonraker,1979,Lewis Gilbert,Roger Moore,126,0
18657,a2331,b826,the station agent,2003,Tom McCarthy,Peter Dinklage Patricia Clarkson Bobby Cannavale Paul Benjamin,89,the station agent,2003,Thomas McCarthy,Bobby Cannavale Patricia Clarkson Peter Dinklage,89,1
10456,a23,b427,the departed,2006,Martin Scorsese,Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg,151,the departed,2006,Martin Scorsese,Jack Nicholson Leonardo DiCaprio Matt Damon,151,1
44360,a393,b1959,the others,2001,Alejandro Amenábar,Nicole Kidman Christopher Eccleston Fionnula Flanagan Alakina Mann,104,the others,2001,Alejandro Amenábar,Christopher Eccleston Nicole Kidman,104,1
61242,a1091,b2719,coco,2017,Lee Unkrich Adrian Molina,Anthony Gonzalez Gael García Bernal Benjamin Bratt Alanna Ubach,105,barbershop  the next cut,2016,Malcolm D. Lee,Anthony Anderson Cedric the Entertainer Eve Ice Cube Nicki Minaj Regina Hall,111,0
58153,a399,b2562,die hard 2,1990,Renny Harlin,Bruce Willis William Atherton Bonnie Bedelia Reginald VelJohnson,124,die hard 2,1990,Renny Harlin,Bruce Willis William Atherton,124,1
43412,a1916,b1900,swiss army man,2016,Dan Kwan Daniel Scheinert,Paul Dano Daniel Radcliffe Mary Elizabeth Winstead Antonia Ribero,97,get me roger stone,2017,Daniel DiMauro Dylan Bank Morgan Pehme,Alex Jones Donald Trump Harry Siegel Jane Mayer Jeffrey Toobin Matt Labash Paul Manafort Roger Stone Tucker Carlson Wayne Barrett,92,0
20353,a704,b920,the twilight saga  eclipse,2010,David Slade,Kristen Stewart Robert Pattinson Taylor Lautner Xavier Samuel,124,silver linings playbook,2012,David O. Russell,Bradley Cooper Chris Tucker Jacki Weaver Jennifer Lawrence Julia Stiles Robert De Niro,122,0
28258,a2511,b1261,manhunter,1986,Michael Mann,William Petersen Kim Greist Joan Allen Brian Cox,120,manhunter,1986,Michael Mann,William Petersen,119,1
63299,a2319,b2824,ever after  a cinderella story,1998,Andy Tennant,Drew Barrymore Anjelica Huston Dougray Scott Patrick Godfrey,121,ever after,1998,Andy Tennant,Anjelica Huston Dougray Scott Drew Barrymore,121,1
12174,a142,b535,shrek,2001,Andrew Adamson Vicky Jenson,Mike Myers Eddie Murphy Cameron Diaz John Lithgow,90,shrek,2001,Andrew Adamson Vicky Jenson,Eddie Murphy Mike Myers,90,1
54108,a256,b2394,john wick,2014,Chad Stahelski David Leitch,Keanu Reeves Michael Nyqvist Alfie Allen Willem Dafoe,101,john wick,2014,Chad Stahelski David Leitch,Adrianne Palicki Alfie Allen Bridget Moynahan Dean Winters Ian McShane Keanu Reeves Michael Nyqvist Willem Dafoe,101,1
32031,a646,b1412,jerry maguire,1996,Cameron Crowe,Tom Cruise Cuba Gooding Jr. Renée Zellweger Kelly Preston,139,jerry maguire,1996,Cameron Crowe,Cuba Gooding Jr. Renée Zellweger Tom Cruise,139,1
7161,a993,b263,goldfinger,1964,Guy Hamilton,Sean Connery Gert Fröbe Honor Blackman Shirley Eaton,110,goldfinger,1965,Guy Hamilton,Gert Fröbe Honor Blackman Sean Connery,110,1
43041,a1317,b1885,trainwreck,2015,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn,125,trainwreck,2015,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn,125,1
2315,a207,b70,there will be blood,2007,Paul Thomas Anderson,Daniel Day-Lewis Paul Dano Ciarán Hinds Martin Stringer,158,there will be blood,2007,Paul Thomas Anderson,Daniel Day-Lewis,158,1
17914,a684,b797,a history of violence,2005,David Cronenberg,Viggo Mortensen Maria Bello Ed Harris William Hurt,96,a history of violence,2005,David Cronenberg,Ed Harris Maria Bello Viggo Mortensen,96,1
43773,a1282,b1930,monster,2003,Patty Jenkins,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen,109,monster,2003,Patty Jenkins,Bruce Dern Charlize Theron Christina Ricci,109,1
65074,a569,b2895,stardust,2007,Matthew Vaughn,Charlie Cox Claire Danes Sienna Miller Ian McKellen,127,stardust,2007,Matthew Vaughn,Charlie Cox Claire Danes Sienna Miller,127,1
18424,a1911,b820,the founder,2016,John Lee Hancock,Michael Keaton Nick Offerman John Carroll Lynch Linda Cardellini,115,coco,2017,Adrian Molina Lee Unkrich,Alanna Ubach Alfonso Arau Anthony Gonzalez Benjamin Bratt Cheech Marin Edward James Olmos Gabriel Iglesias Gael García Bernal Herbert Siguenza Jaime Camil John Ratzenberger Lombardo Boyar Natalia Cordova-Buckley Renee Victor Selene Luna Sofía Espinosa,105,0
65712,a1913,b2927,the thomas crown affair,1999,John McTiernan,Pierce Brosnan Rene Russo Denis Leary Ben Gazzara,113,the tailor of panama,2001,John Boorman,Geoffrey Rush Pierce Brosnan,109,0
3427,a216,b125,her,2013,Spike Jonze,Joaquin Phoenix Amy Adams Scarlett Johansson Rooney Mara,126,her,2013,Spike Jonze,Amy Adams Chris Pratt Joaquin Phoenix Olivia Wilde Rooney Mara Samantha Morton Scarlett Johansson,126,1
20273,a59,b905,star wars  the force awakens,2015,J.J. Abrams,Daisy Ridley John Boyega Oscar Isaac Domhnall Gleeson,136,star wars  episode vii   the force awakens,2015,J.J. Abrams,Adam Driver Carrie Fisher Daisy Ridley Domhnall Gleeson Harrison Ford John Boyega Mark Hamill Oscar Isaac,135,1
40600,a46,b1762,guardians of the galaxy,2014,James Gunn,Chris Pratt Vin Diesel Bradley Cooper Zoe Saldana,121,lambert   stamp,2015,James D. Cooper,Chris Stamp Kit Lambert Pete Townsend Roger Daltrey,117,0
52643,a1039,b2325,black mass,2015,Scott Cooper,Johnny Depp Benedict Cumberbatch Dakota Johnson Joel Edgerton,123,black mass,2015,Scott Cooper,Benedict Cumberbatch Dakota Johnson Joel Edgerton Johnny Depp,122,1
9115,a518,b348,chinatown,1974,Roman Polanski,Jack Nicholson Faye Dunaway John Huston Perry Lopez,130,chinatown,1974,Roman Polanski,Faye Dunaway Jack Nicholson John Huston,130,1
64336,a2480,b2856,the informant ,2009,Steven Soderbergh,Matt Damon Tony Hale Patton Oswalt Lucas McHugh Carroll,108,the informant ,2009,Steven Soderbergh,Matt Damon,108,1
6576,a1530,b243,night of the living dead,1968,George A. Romero,Duane Jones Judith O'Dea Karl Hardman Marilyn Eastman,96,night of the living dead,1968,George A. Romero,Duane Jones Judith O'Dea,96,1
8842,a119,b339,aliens,1986,James Cameron,Sigourney Weaver Michael Biehn Carrie Henn Paul Reiser,137,aliens,1986,James Cameron,Michael Biehn Sigourney Weaver,137,1
