_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
12525,a616,b545,the descendants,2011,Alexander Payne,George Clooney Shailene Woodley Amara Miller Nick Krause,115,the descendants,2011,Alexander Payne,,115,1
12537,a1723,b546,before the devil knows you re dead,2007,Sidney Lumet,Philip Seymour Hoffman Ethan Hawke Albert Finney Marisa Tomei,117,before the devil knows you re dead,2007,Sidney Lumet,Albert Finney Ethan Hawke Philip Seymour Hoffman,117,1
12540,a620,b547,snowpiercer,2013,Joon-ho Bong,Chris Evans Jamie Bell Tilda Swinton Ed Harris,126,snowpiercer,2014,Joon-ho Bong,Chris Evans Ed Harris Jamie Bell Tilda Swinton,126,1
12630,a1734,b556,sense and sensibility,1995,Ang Lee,Emma Thompson Kate Winslet James Fleet Tom Wilkinson,136,sense and sensibility,1995,Ang Lee,Emma Thompson Kate Winslet,136,1
12650,a259,b558,dallas buyers club,2013,Jean-Marc Vallée,Matthew McConaughey Jennifer Garner Jared Leto Steve Zahn,117,dallas buyers club,2013,Jean-Marc Vallée,Griffin Dunne Jared Leto Jennifer Garner Matthew McConaughey Steve Zahn,117,1
12862,a1984,b569,crazy heart,2009,Scott Cooper,Jeff Bridges Maggie Gyllenhaal Colin Farrell James Keane,112,crazy heart,2009,Scott Cooper,Jeff Bridges Maggie Gyllenhaal,112,1
13001,a947,b575,adaptation ,2002,Spike Jonze,Nicolas Cage Meryl Streep Chris Cooper Tilda Swinton,114,adaptation ,2002,Spike Jonze,Chris Cooper Meryl Streep Nicolas Cage,114,1
13189,a2697,b582,shallow grave,1994,Danny Boyle,Kerry Fox Christopher Eccleston Ewan McGregor Ken Stott,89,trainspotting,1996,Danny Boyle,Ewan McGregor Ewen Bremner Jonny Lee Miller Kevin McKidd Robert Carlyle,94,0
13194,a124,b582,trainspotting,1996,Danny Boyle,Ewan McGregor Ewen Bremner Jonny Lee Miller Kevin McKidd,94,trainspotting,1996,Danny Boyle,Ewan McGregor Ewen Bremner Jonny Lee Miller Kevin McKidd Robert Carlyle,94,1
13268,a920,b584,fantastic mr  fox,2009,Wes Anderson,George Clooney Meryl Streep Bill Murray Jason Schwartzman,87,fantastic mr  fox,2009,Wes Anderson,Bill Murray George Clooney Meryl Streep,87,1
13423,a72,b593,the terminator,1984,James Cameron,Arnold Schwarzenegger Linda Hamilton Michael Biehn Paul Winfield,107,the terminator,1984,James Cameron,Arnold Schwarzenegger Linda Hamilton Michael Biehn,107,1
13539,a944,b597,who framed roger rabbit,1988,Robert Zemeckis,Bob Hoskins Christopher Lloyd Joanna Cassidy Charles Fleischer,104,who framed roger rabbit,1988,Robert Zemeckis,Bob Hoskins,104,1
13589,a2988,b598,71,2014,Yann Demange,Jack O'Connell Sam Reid Sean Harris Paul Popplewell,99,71,2015,Yann Demange,Charlie Murphy Jack O'Connell Paul Anderson Paul Popplewell Sam Hazeldine Sam Reid Sean Harris,99,1
13726,a638,b602,corpse bride,2005,Tim Burton Mike Johnson,Johnny Depp Helena Bonham Carter Emily Watson Tracey Ullman,77,corpse bride,2005,Mike Johnson Tim Burton,Emily Watson Helena Bonham Carter Johnny Depp,77,1
13847,a180,b607,spider man 2,2004,Sam Raimi,Tobey Maguire Kirsten Dunst Alfred Molina James Franco,127,spider man 2,2004,Sam Raimi,Alfred Molina Kirsten Dunst Tobey Maguire,127,1
13860,a97,b607,spider man,2002,Sam Raimi,Tobey Maguire Kirsten Dunst Willem Dafoe James Franco,121,spider man 2,2004,Sam Raimi,Alfred Molina Kirsten Dunst Tobey Maguire,127,0
13998,a2716,b616,animal kingdom,2010,David Michôd,James Frecheville Guy Pearce Joel Edgerton Bryce Lindemann,113,animal kingdom,2010,David Michôd,Guy Pearce James Frecheville Joel Edgerton,113,1
14055,a442,b616,pineapple express,2008,David Gordon Green,Seth Rogen James Franco Gary Cole Danny McBride,111,animal kingdom,2010,David Michôd,Guy Pearce James Frecheville Joel Edgerton,113,0
14079,a2648,b617,bullitt,1968,Peter Yates,Steve McQueen Jacqueline Bisset Robert Vaughn Don Gordon,114,bullitt,1968,Peter Yates,Carl Reindel Don Gordon Georg Stanford Brown Jacqueline Bisset Justin Tarr Norman Fell Robert Duvall Robert Vaughn Simon Oakland Steve McQueen,114,1
14298,a860,b627,drag me to hell,2009,Sam Raimi,Alison Lohman Justin Long Ruth Livier Lorna Raver,99,drag me to hell,2009,Sam Raimi,Alison Lohman Justin Long Ruth Livier,99,1
14512,a590,b632,annie hall,1977,Woody Allen,Woody Allen Diane Keaton Tony Roberts Carol Kane,93,manhattan,1979,Woody Allen,Diane Keaton Mariel Hemingway Woody Allen,96,0
14519,a1303,b632,manhattan,1979,Woody Allen,Woody Allen Diane Keaton Mariel Hemingway Michael Murphy,96,manhattan,1979,Woody Allen,Diane Keaton Mariel Hemingway Woody Allen,96,1
14765,a114,b641,kill bill  vol  2,2004,Quentin Tarantino,Uma Thurman David Carradine Michael Madsen Daryl Hannah,137,kill bill  vol  2,2004,Quentin Tarantino,Daryl Hannah David Carradine Michael Madsen Uma Thurman,136,1
14860,a1456,b643,babe,1995,Chris Noonan,James Cromwell Magda Szubanski Christine Cavanaugh Miriam Margolyes,91,babe,1995,Chris Noonan,Christine Cavanaugh James Cromwell Magda Szubanski,89,1
15127,a452,b649,mulholland dr ,2001,David Lynch,Naomi Watts Laura Harring Justin Theroux Jeanne Bates,147,mulholland dr ,2001,David Lynch,Justin Theroux Laura Harring Naomi Watts,147,1
15457,a2495,b660,mortdecai,2015,David Koepp,Johnny Depp Gwyneth Paltrow Ewan McGregor Olivia Munn,107,it follows,2015,David Robert Mitchell,Bailey Spry Daniel Zovatto Jake Weary Keir Gilchrist Lili Sepe Linda Boston Maika Monroe Olivia Luccardi Ruby Harris,100,0
15660,a379,b678,127 hours,2010,Danny Boyle,James Franco Amber Tamblyn Kate Mara Sean Bott,94,127 hours,2010,Danny Boyle,Amber Tamblyn James Franco Kate Mara,94,1
15832,a1482,b688,leaving las vegas,1995,Mike Figgis,Nicolas Cage Elisabeth Shue Julian Sands Richard Lewis,111,leaving las vegas,1995,Mike Figgis,Elisabeth Shue Nicolas Cage,111,1
15847,a908,b689,war for the planet of the apes,2017,Matt Reeves,Andy Serkis Woody Harrelson Steve Zahn Karin Konoval,140,war for the planet of the apes,2017,Matt Reeves,Amiah Miller Andy Serkis Gabriel Chavarria Karin Konoval Michael Adamthwaite Steve Zahn Terry Notary Toby Kebbell Ty Olsson Woody Harrelson,140,1
15854,a2184,b692,short term 12,2013,Destin Daniel Cretton,Brie Larson Frantz Turner John Gallagher Jr. Kaitlyn Dever,96,short term 12,2013,Destin Cretton,Alex Calloway Brie Larson Frantz Turner John Gallagher Jr. Kaitlyn Dever Kevin Hernandez Lakeith Stanfield Lydia Du Veaux Rami Malek Stephanie Beatriz,96,1
15893,a27,b694,star wars  episode v   the empire strikes back,1980,Irvin Kershner,Mark Hamill Harrison Ford Carrie Fisher Billy Dee Williams,124,star wars  episode v   the empire strikes back,1980,Irvin Kershner,Carrie Fisher Harrison Ford Mark Hamill,124,1
16050,a1022,b699,the lobster,2015,Yorgos Lanthimos,Colin Farrell Rachel Weisz Jessica Barden Olivia Colman,119,the lobster,2016,Giorgos Lanthimos,Colin Farrell Jessica Barden Olivia Colman Rachel Weisz,119,1
16103,a505,b704,the nightmare before christmas,1993,Henry Selick,Danny Elfman Chris Sarandon Catherine O'Hara William Hickey,76,the nightmare before christmas,1993,Henry Selick,Catherine O'Hara Chris Sarandon Danny Elfman William Hickey,76,1
16161,a2567,b707,frances ha,2012,Noah Baumbach,Greta Gerwig Mickey Sumner Adam Driver Michael Zegen,86,frances ha,2013,Noah Baumbach,Adam Driver Greta Gerwig Michael Zegen Mickey Sumner Patrick Heusinger,86,1
16399,a194,b716,harry potter and the prisoner of azkaban,2004,Alfonso Cuarón,Daniel Radcliffe Emma Watson Rupert Grint Richard Griffiths,142,harry potter and the prisoner of azkaban,2004,Alfonso Cuarón,Daniel Radcliffe Rupert Grint,141,1
16515,a1879,b722,the muppets,2011,James Bobin,Amy Adams Jason Segel Chris Cooper Rashida Jones,103,the spectacular now,2013,James Ponsoldt,Andre Royo Bob Odenkirk Brie Larson Jennifer Jason Leigh Kyle Chandler Mary Elizabeth Winstead Miles Teller Shailene Woodley,95,0
16548,a2075,b726,the celebration,1998,Thomas Vinterberg,Ulrich Thomsen Henning Moritzen Thomas Bo Larsen Paprika Steen,105,the celebration,1998,Thomas Vinterberg,Henning Moritzen Ulrich Thomsen,105,1
16696,a1168,b733,steve jobs,2015,Danny Boyle,Michael Fassbender Kate Winslet Seth Rogen Jeff Daniels,122,steve jobs,2015,Danny Boyle,Jeff Daniels Kate Winslet Michael Fassbender Seth Rogen,122,1
16735,a514,b735,public enemies,2009,Michael Mann,Christian Bale Johnny Depp Christian Stolte Jason Clarke,140,the white ribbon,2009,Michael Haneke,Christian Friedel Ernst Jacobi Leonie Benesch,144,0
16999,a2954,b739,rachel getting married,2008,Jonathan Demme,Anne Hathaway Rosemarie DeWitt Debra Winger Sebastian Stan,113,rachel getting married,2008,Jonathan Demme,Anne Hathaway Rosemarie DeWitt,113,1
17037,a751,b744,chicago,2002,Rob Marshall,Renée Zellweger Catherine Zeta-Jones Richard Gere Taye Diggs,113,chicago,2002,Rob Marshall,Catherine Zeta Jones Renée Zellweger Richard Gere,113,1
17161,a2,b757,the dark knight,2008,Christopher Nolan,Christian Bale Heath Ledger Aaron Eckhart Michael Caine,152,the dark knight,2008,Christopher Nolan,Aaron Eckhart Christian Bale Heath Ledger,152,1
17185,a1725,b758,memories of murder,2003,Joon-ho Bong,Kang-ho Song Sang-kyung Kim Roe-ha Kim Jae-ho Song,132,memories of murder,2005,Joon-ho Bong,,132,1
17532,a2533,b785,a simple plan,1998,Sam Raimi,Bill Paxton Billy Bob Thornton Bridget Fonda Brent Briscoe,121,a simple plan,1998,Sam Raimi,Bill Paxton Billy Bob Thornton,121,1
17661,a438,b787,sicario,2015,Denis Villeneuve,Emily Blunt Josh Brolin Benicio Del Toro Jon Bernthal,121,sicario,2015,Denis Villeneuve,Benicio Del Toro Emily Blunt Jeffrey Donovan Jon Bernthal Josh Brolin Victor Garber,121,1
17864,a1417,b794,tombstone,1993,George P. Cosmatos Kevin Jarre,Kurt Russell Val Kilmer Sam Elliott Bill Paxton,130,mandy,0,Panos Cosmatos,Andrea Riseborough Bill Duke Hayley Saywell Linus Roache Ned Dennehy Nicolas Cage Olwen Fouere Paul Painter Richard Brake,121,0
17912,a669,b797,eastern promises,2007,David Cronenberg,Naomi Watts Viggo Mortensen Armin Mueller-Stahl Josef Altin,100,a history of violence,2005,David Cronenberg,Ed Harris Maria Bello Viggo Mortensen,96,0
17914,a684,b797,a history of violence,2005,David Cronenberg,Viggo Mortensen Maria Bello Ed Harris William Hurt,96,a history of violence,2005,David Cronenberg,Ed Harris Maria Bello Viggo Mortensen,96,1
17961,a913,b797,secret window,2004,David Koepp,Johnny Depp Maria Bello John Turturro Timothy Hutton,96,a history of violence,2005,David Cronenberg,Ed Harris Maria Bello Viggo Mortensen,96,0
18109,a201,b805,arrival,2016,Denis Villeneuve,Amy Adams Jeremy Renner Forest Whitaker Michael Stuhlbarg,116,arrival,2016,Denis Villeneuve,Amy Adams Forest Whitaker Jeremy Renner Michael Stuhlbarg,116,1
18123,a1591,b806,epic movie,2007,Jason Friedberg Aaron Seltzer,Kal Penn Jennifer Coolidge Fred Willard Adam Campbell,86,juno,2007,Jason Reitman,Ellen Page Jennifer Garner Michael Cera,96,0
18126,a190,b806,juno,2007,Jason Reitman,Ellen Page Michael Cera Jennifer Garner Jason Bateman,96,juno,2007,Jason Reitman,Ellen Page Jennifer Garner Michael Cera,96,1
18157,a793,b810,master and commander  the far side of the world,2003,Peter Weir,Russell Crowe Paul Bettany Billy Boyd James D'Arcy,138,master and commander  the far side of the world,2003,Peter Weir,James D'Arcy Paul Bettany Russell Crowe,138,1
18241,a1274,b811,four weddings and a funeral,1994,Mike Newell,Hugh Grant Andie MacDowell James Fleet Simon Callow,117,four weddings and a funeral,1994,Mike Newell,Andie MacDowell Hugh Grant,117,1
18287,a1364,b813,pixels,2015,Chris Columbus,Adam Sandler Kevin James Michelle Monaghan Peter Dinklage,105,top five,2014,Chris Rock,Chris Rock Gabrielle Union Kevin Hart Rosario Dawson,102,0
18414,a1091,b820,coco,2017,Lee Unkrich Adrian Molina,Anthony Gonzalez Gael García Bernal Benjamin Bratt Alanna Ubach,105,coco,2017,Adrian Molina Lee Unkrich,Alanna Ubach Alfonso Arau Anthony Gonzalez Benjamin Bratt Cheech Marin Edward James Olmos Gabriel Iglesias Gael García Bernal Herbert Siguenza Jaime Camil John Ratzenberger Lombardo Boyar Natalia Cordova-Buckley Renee Victor Selene Luna Sofía Espinosa,105,1
18424,a1911,b820,the founder,2016,John Lee Hancock,Michael Keaton Nick Offerman John Carroll Lynch Linda Cardellini,115,coco,2017,Adrian Molina Lee Unkrich,Alanna Ubach Alfonso Arau Anthony Gonzalez Benjamin Bratt Cheech Marin Edward James Olmos Gabriel Iglesias Gael García Bernal Herbert Siguenza Jaime Camil John Ratzenberger Lombardo Boyar Natalia Cordova-Buckley Renee Victor Selene Luna Sofía Espinosa,105,0
18469,a1376,b821,locke,2013,Steven Knight,Tom Hardy Olivia Colman Ruth Wilson Andrew Scott,85,locke,2014,Steven Knight,Tom Hardy,85,1
18544,a1820,b823,driving miss daisy,1989,Bruce Beresford,Morgan Freeman Jessica Tandy Dan Aykroyd Patti LuPone,99,driving miss daisy,1989,Bruce Beresford,Dan Aykroyd Jessica Tandy Morgan Freeman,99,1
18657,a2331,b826,the station agent,2003,Tom McCarthy,Peter Dinklage Patricia Clarkson Bobby Cannavale Paul Benjamin,89,the station agent,2003,Thomas McCarthy,Bobby Cannavale Patricia Clarkson Peter Dinklage,89,1
18790,a1863,b831,beginners,2010,Mike Mills,Ewan McGregor Christopher Plummer Mélanie Laurent Goran Visnjic,105,beginners,2011,Mike Mills,Christopher Plummer Ewan McGregor Mélanie Laurent,105,1
18857,a2622,b846,fish tank,2009,Andrea Arnold,Katie Jarvis Michael Fassbender Kierston Wareing Rebecca Griffiths,123,fish tank,2010,Andrea Arnold,Katie Jarvis Kierston Wareing,123,1
18944,a16,b854,django unchained,2012,Quentin Tarantino,Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington,165,django unchained,2012,Quentin Tarantino,Christoph Waltz Don Johnson Jamie Foxx Kerry Washington Leonardo DiCaprio Samuel L. Jackson,165,1
19041,a445,b861,the big short,2015,Adam McKay,Christian Bale Steve Carell Ryan Gosling Brad Pitt,130,the big short,2015,Adam McKay,Brad Pitt Christian Bale Hamish Linklater John Magaro Melissa Leo Rafe Spall Ryan Gosling Steve Carell,130,1
19198,a786,b865,moana,2016,Ron Clements John Musker Don Hall Chris Williams,Auli'i Cravalho Dwayne Johnson Rachel House Temuera Morrison,107,moana,2016,Chris Williams Don Hall John Musker Ron Clements,,107,1
19344,a462,b875,the wrestler,2008,Darren Aronofsky,Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis,109,the wrestler,2008,Darren Aronofsky,Evan Rachel Wood Marisa Tomei Mickey Rourke,109,1
19409,a116,b878,skyfall,2012,Sam Mendes,Daniel Craig Javier Bardem Naomie Harris Judi Dench,143,skyfall,2012,Sam Mendes,Daniel Craig Helen McCrory Javier Bardem Judi Dench Naomie Harris Ralph Fiennes,143,1
19722,a1413,b891,hairspray,2007,Adam Shankman,John Travolta Queen Latifah Nikki Blonsky Michelle Pfeiffer,117,hairspray,2007,Adam Shankman,John Travolta Nikki Blonsky Queen Latifah,117,1
19749,a665,b893,the blair witch project,1999,Daniel Myrick Eduardo Sánchez,Heather Donahue Michael C. Williams Joshua Leonard Bob Griffin,81,the blair witch project,1999,Daniel Myrick Eduardo Sánchez,Heather Donahue Joshua Leonard Michael C. Williams,81,1
19969,a307,b896,king kong,2005,Peter Jackson,Naomi Watts Jack Black Adrien Brody Thomas Kretschmann,187,king kong,2005,Peter Jackson,Adrien Brody Jack Black Naomi Watts,187,1
20019,a1692,b899,bonnie and clyde,1967,Arthur Penn,Warren Beatty Faye Dunaway Michael J. Pollard Gene Hackman,111,bonnie and clyde,1967,Arthur Penn,Faye Dunaway Warren Beatty,112,1
20077,a1971,b901,inherent vice,2014,Paul Thomas Anderson,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston,148,inherent vice,2014,Paul Thomas Anderson,Benicio Del Toro Jena Malone Joaquin Phoenix Josh Brolin Katherine Waterston Martin Short Maya Rudolph Owen Wilson Reese Witherspoon,0,1
20108,a1242,b901,the master,2012,Paul Thomas Anderson,Philip Seymour Hoffman Joaquin Phoenix Amy Adams Jesse Plemons,138,inherent vice,2014,Paul Thomas Anderson,Benicio Del Toro Jena Malone Joaquin Phoenix Josh Brolin Katherine Waterston Martin Short Maya Rudolph Owen Wilson Reese Witherspoon,0,0
20150,a2624,b902,sabotage,2014,David Ayer,Arnold Schwarzenegger Sam Worthington Terrence Howard Olivia Williams,109,starred up,2014,David Mackenzie,Ben Mendelsohn Jack O'Connell Rupert Friend Sam Spruell,106,0
20259,a318,b903,midnight in paris,2011,Woody Allen,Owen Wilson Rachel McAdams Kathy Bates Kurt Fuller,94,midnight in paris,2011,Woody Allen,,100,1
20273,a59,b905,star wars  the force awakens,2015,J.J. Abrams,Daisy Ridley John Boyega Oscar Isaac Domhnall Gleeson,136,star wars  episode vii   the force awakens,2015,J.J. Abrams,Adam Driver Carrie Fisher Daisy Ridley Domhnall Gleeson Harrison Ford John Boyega Mark Hamill Oscar Isaac,135,1
20294,a109,b913,district 9,2009,Neill Blomkamp,Sharlto Copley David James Jason Cope Nathalie Boltt,112,district 9,2009,Neill Blomkamp,Jason Cope Sharlto Copley,112,1
20298,a2558,b915,paprika,2006,Satoshi Kon,Megumi Hayashibara Tôru Emori Katsunosuke Hori Tôru Furuya,90,paprika,2007,Satoshi Kon,Katsunosuke Hori Megumi Hayashibara Toru Emori,90,1
20327,a101,b920,silver linings playbook,2012,David O. Russell,Bradley Cooper Jennifer Lawrence Robert De Niro Jacki Weaver,122,silver linings playbook,2012,David O. Russell,Bradley Cooper Chris Tucker Jacki Weaver Jennifer Lawrence Julia Stiles Robert De Niro,122,1
20353,a704,b920,the twilight saga  eclipse,2010,David Slade,Kristen Stewart Robert Pattinson Taylor Lautner Xavier Samuel,124,silver linings playbook,2012,David O. Russell,Bradley Cooper Chris Tucker Jacki Weaver Jennifer Lawrence Julia Stiles Robert De Niro,122,0
20686,a1355,b937,the hours,2002,Stephen Daldry,Meryl Streep Nicole Kidman Julianne Moore Stephen Dillane,110,the hours,2002,Stephen Daldry,Julianne Moore Meryl Streep Nicole Kidman,114,1
21018,a1052,b953,melancholia,2011,Lars von Trier,Kirsten Dunst Charlotte Gainsbourg Kiefer Sutherland Alexander Skarsgård,135,melancholia,2011,Lars von Trier,,137,1
21029,a1406,b957,incendies,2010,Denis Villeneuve,Lubna Azabal Mélissa Désormeaux-Poulin Maxim Gaudette Mustafa Kamel,131,incendies,2011,Denis Villeneuve,,130,1
21037,a2079,b961,uncle buck,1989,John Hughes,John Candy Macaulay Culkin Jean Louisa Kelly Gaby Hoffmann,100,a fish called wanda,1988,Charles Crichton John Cleese,Jamie Lee Curtis John Cleese,108,0
21090,a2777,b961,crocodile dundee ii,1988,John Cornell,Paul Hogan Linda Kozlowski John Meillon Ernie Dingo,108,a fish called wanda,1988,Charles Crichton John Cleese,Jamie Lee Curtis John Cleese,108,0
21205,a148,b966,casino royale,2006,Martin Campbell,Daniel Craig Eva Green Judi Dench Jeffrey Wright,144,casino royale,2006,Martin Campbell,Daniel Craig Eva Green Jeffrey Wright Judi Dench,144,1
21580,a471,b983,true grit,2010,Ethan Coen Joel Coen,Jeff Bridges Matt Damon Hailee Steinfeld Josh Brolin,110,true grit,2010,Ethan Coen Joel Coen,Hailee Steinfeld Jeff Bridges Matt Damon,110,1
22011,a689,b998,the sting,1973,George Roy Hill,Paul Newman Robert Redford Robert Shaw Charles Durning,129,the sting,1973,George Roy Hill,Paul Newman Robert Redford,129,1
22114,a1762,b1008,all the president s men,1976,Alan J. Pakula,Dustin Hoffman Robert Redford Jack Warden Martin Balsam,138,all the president s men,1976,Alan J. Pakula,Dustin Hoffman Hal Holbrook Jack Warden Jane Alexander Jason Robards Martin Balsam Meredith Baxter Ned Beatty Robert Redford Stephen Collins,138,1
22567,a1705,b1029,good night  and good luck ,2005,George Clooney,David Strathairn George Clooney Patricia Clarkson Jeff Daniels,93,good night  and good luck ,2005,George Clooney,David Strathairn George Clooney Patricia Clarkson,93,1
22666,a1346,b1032,mad max beyond thunderdome,1985,George Miller George Ogilvie,Mel Gibson Tina Turner Bruce Spence Adam Cockburn,107,mad max beyond thunderdome,1985,George Miller George Ogilvie,Mel Gibson Tina Turner,107,1
22828,a28,b1041,memento,2000,Christopher Nolan,Guy Pearce Carrie-Anne Moss Joe Pantoliano Mark Boone Junior,113,memento,2001,Christopher Nolan,Carrie-Anne Moss Guy Pearce Joe Pantoliano,113,1
22846,a1191,b1042,young frankenstein,1974,Mel Brooks,Gene Wilder Madeline Kahn Marty Feldman Peter Boyle,106,young frankenstein,1974,Mel Brooks,Gene Wilder Madeline Kahn Marty Feldman,106,1
22979,a1602,b1055,frost nixon,2008,Ron Howard,Frank Langella Michael Sheen Kevin Bacon Sam Rockwell,122,frost nixon,2008,Ron Howard,Frank Langella Kevin Bacon Michael Sheen,122,1
23084,a2366,b1059,mash,1970,Robert Altman,Donald Sutherland Elliott Gould Tom Skerritt Sally Kellerman,116,mash,1970,Robert Altman,Donald Sutherland Elliott Gould,116,1
23194,a2695,b1063,time bandits,1981,Terry Gilliam,Sean Connery Shelley Duvall John Cleese Katherine Helmond,110,time bandits,1981,Terry Gilliam,David Rappaport David Warner Ian Holm John Cleese Katherine Helmond Michael Palin Peter Vaughan Ralph Richardson Sean Connery Shelley Duvall,116,1
23949,a2544,b1095,a most violent year,2014,J.C. Chandor,Oscar Isaac Jessica Chastain David Oyelowo Alessandro Nivola,125,a most violent year,2014,J.C. Chandor,Albert Brooks Alessandro Nivola Catalina Sandino Moreno Christopher Abbott David Oyelowo Elyes Gabel Jessica Chastain Oscar Isaac Peter Gerety,125,1
24185,a70,b1097,gone girl,2014,David Fincher,Ben Affleck Rosamund Pike Neil Patrick Harris Tyler Perry,149,gone girl,2014,David Fincher,Ben Affleck Neil Patrick Harris Rosamund Pike Tyler Perry,149,1
24403,a3033,b1108,the war of the roses,1989,Danny DeVito,Michael Douglas Kathleen Turner Danny DeVito Marianne Sägebrecht,116,the war of the roses,1989,Danny DeVito,Danny DeVito Kathleen Turner Michael Douglas,116,1
24592,a1697,b1113,broken flowers,2005,Jim Jarmusch,Bill Murray Jessica Lange Sharon Stone Julie Delpy,106,broken flowers,2005,Jim Jarmusch,Bill Murray Julie Delpy,106,1
24652,a2028,b1115,silence,2016,Martin Scorsese,Andrew Garfield Adam Driver Liam Neeson Tadanobu Asano,161,silence,2016,Martin Scorsese,Adam Driver Andrew Garfield Ciarán Hinds Issei Ogata Liam Neeson Shinya Tsukamoto Tadanobu Asano Yoshi Oida,161,1
24671,a2014,b1119,annihilation,2018,Alex Garland,Natalie Portman Jennifer Jason Leigh Tessa Thompson Benedict Wong,115,annihilation,2018,Alex Garland,Benedict Wong Cosmo Jarvis David Gyasi Edward Mannering Gina Rodriguez Honey Holmes Jennifer Jason Leigh John Schwab Natalie Portman Oscar Isaac Sonoya Mizuno Tessa Thompson Tuva Novotny,115,1
24688,a1392,b1122,flags of our fathers,2006,Clint Eastwood,Ryan Phillippe Barry Pepper Joseph Cross Jesse Bradford,135,flags of our fathers,2006,Clint Eastwood,Adam Beach Barry Pepper Jesse Bradford Ryan Phillippe,132,1
24692,a628,b1122,changeling,2008,Clint Eastwood,Angelina Jolie Colm Feore Amy Ryan Gattlin Griffith,141,flags of our fathers,2006,Clint Eastwood,Adam Beach Barry Pepper Jesse Bradford Ryan Phillippe,132,0
24711,a1929,b1126,the people vs  larry flynt,1996,Milos Forman,Woody Harrelson Courtney Love Edward Norton Brett Harrelson,129,the people vs  larry flynt,1996,Milos Forman,Courtney Love Woody Harrelson,129,1
24731,a1327,b1128,a serious man,2009,Ethan Coen Joel Coen,Michael Stuhlbarg Richard Kind Sari Lennick Fred Melamed,106,a serious man,2009,Ethan Coen Joel Coen,Michael Stuhlbarg Richard Kind Sari Lennick,106,1
24752,a2603,b1131,wings of desire,1987,Wim Wenders,Bruno Ganz Solveig Dommartin Otto Sander Curt Bois,128,wings of desire,1988,Wim Wenders,Bruno Ganz Curt Bois Otto Sander Peter Falk Solveig Dommartin,128,1
24918,a2492,b1135,beasts of no nation,2015,Cary Joji Fukunaga,Abraham Attah Emmanuel Affadzi Ricky Adelayitor Andrew Adote,137,beasts of no nation,2015,Cary Fukunaga,,137,1
24954,a728,b1136,gandhi,1982,Richard Attenborough,Ben Kingsley John Gielgud Candice Bergen Edward Fox,191,gandhi,1983,Richard Attenborough,Athol Fugard Ben Kingsley Candice Bergen Edward Fox Günther Maria Halmer Ian Charleson John Gielgud John Mills Martin Sheen Trevor Howard,191,1
25203,a100,b1147,iron man 2,2010,Jon Favreau,Robert Downey Jr. Mickey Rourke Gwyneth Paltrow Don Cheadle,124,iron man,2008,Jon Favreau,Gwyneth Paltrow Robert Downey Jr. Terrence Howard,126,0
25277,a880,b1151,tarzan,1999,Chris Buck Kevin Lima,Tony Goldwyn Minnie Driver Brian Blessed Glenn Close,88,tarzan,1999,Chris Buck Kevin Lima,Minnie Driver Tony Goldwyn,88,1
25415,a2006,b1153,only lovers left alive,2013,Jim Jarmusch,Tilda Swinton Tom Hiddleston Mia Wasikowska John Hurt,123,only lovers left alive,2014,Jim Jarmusch,Anton Yelchin Jeffrey Wright John Hurt Mia Wasikowska Tilda Swinton Tom Hiddleston,123,1
25629,a537,b1159,the untouchables,1987,Brian De Palma,Kevin Costner Sean Connery Robert De Niro Charles Martin Smith,119,the untouchables,1987,Brian De Palma,Kevin Costner Robert De Niro Sean Connery,119,1
26025,a338,b1167,dead poets society,1989,Peter Weir,Robin Williams Robert Sean Leonard Ethan Hawke Josh Charles,128,dead poets society,1989,Peter Weir,Ethan Hawke Robert Sean Leonard Robin Williams,128,1
26452,a2229,b1185,sing street,2016,John Carney,Ferdia Walsh-Peelo Aidan Gillen Maria Doyle Kennedy Jack Reynor,106,sing street,2016,John Carney,Aidan Gillen Ben Carolan Ferdia Walsh-Peelo Jack Reynor Kelly Thornton Lucy Boynton Maria Doyle Kennedy,106,1
26621,a93,b1195,black swan,2010,Darren Aronofsky,Natalie Portman Mila Kunis Vincent Cassel Winona Ryder,108,black swan,2010,Darren Aronofsky,Mila Kunis Natalie Portman Vincent Cassel Winona Ryder,108,1
26649,a73,b1197,monsters  inc ,2001,Pete Docter David Silverman Lee Unkrich,Billy Crystal John Goodman Mary Gibbs Steve Buscemi,92,monsters  inc ,2001,David Silverman Lee Unkrich Pete Docter,Billy Crystal John Goodman,92,1
26776,a1594,b1199,only god forgives,2013,Nicolas Winding Refn,Ryan Gosling Kristin Scott Thomas Vithaya Pansringarm Gordon Brown,90,drive,2011,Nicolas Winding Refn,Bryan Cranston Carey Mulligan Ryan Gosling,100,0
26777,a163,b1199,drive,2011,Nicolas Winding Refn,Ryan Gosling Carey Mulligan Bryan Cranston Albert Brooks,100,drive,2011,Nicolas Winding Refn,Bryan Cranston Carey Mulligan Ryan Gosling,100,1
