_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
36001,a1348,b1574,roman holiday,1953,William Wyler,Gregory Peck Audrey Hepburn Eddie Albert Hartley Power,118,roman holiday,1953,William Wyler,Audrey Hepburn Eddie Albert Gregory Peck,118,1
22846,a1191,b1042,young frankenstein,1974,Mel Brooks,Gene Wilder Madeline Kahn Marty Feldman Peter Boyle,106,young frankenstein,1974,Mel Brooks,Gene Wilder Madeline Kahn Marty Feldman,106,1
20019,a1692,b899,bonnie and clyde,1967,Arthur Penn,Warren Beatty Faye Dunaway Michael J. Pollard Gene Hackman,111,bonnie and clyde,1967,Arthur Penn,Faye Dunaway Warren Beatty,112,1
58006,a2187,b2559,stir of echoes,1999,David Koepp,Kevin Bacon Zachary David Cope Kathryn Erbe Illeana Douglas,99,stir of echoes,1999,David Koepp,Kevin Bacon,99,1
4413,a294,b158,lost in translation,2003,Sofia Coppola,Bill Murray Scarlett Johansson Giovanni Ribisi Anna Faris,102,lost in translation,2003,Sofia Coppola,Bill Murray Giovanni Ribisi Scarlett Johansson,102,1
13998,a2716,b616,animal kingdom,2010,David Michôd,James Frecheville Guy Pearce Joel Edgerton Bryce Lindemann,113,animal kingdom,2010,David Michôd,Guy Pearce James Frecheville Joel Edgerton,113,1
46686,a1187,b2084,evil dead ii,1987,Sam Raimi,Bruce Campbell Sarah Berry Dan Hicks Kassie Wesley DePaiva,84,evil dead ii,1987,Sam Raimi,Bruce Campbell Sarah Berry,84,1
56158,a1670,b2478,neighbors 2  sorority rising,2016,Nicholas Stoller,Seth Rogen Rose Byrne Zac Efron Chloë Grace Moretz,92,neighbors,2014,Nicholas Stoller,Lisa Kudrow Rose Byrne Seth Rogen Zac Efron,97,0
27060,a2902,b1219,head on,2004,Fatih Akin,Birol Ünel Sibel Kekilli Güven Kiraç Zarah Jane McKenzie,121,head on,2005,Fatih Akin,Birol Ünel Sibel Kekilli,121,1
5607,a735,b210,three billboards outside ebbing  missouri,2017,Martin McDonagh,Frances McDormand Woody Harrelson Sam Rockwell Caleb Landry Jones,115,three billboards outside ebbing  missouri,2017,Martin McDonagh,Abbie Cornish Alejandro Barrios Caleb Landry Jones Clarke Peters Darrell Britt-Gibson Frances McDormand Jason Redford John Hawkes Kathryn Newton Kerry Condon Lucas Hedges Peter Dinklage Riya May Atwood Sam Rockwell Samara Weaving Woody Harrelson Zeljko Ivanek,115,1
54749,a186,b2424,x2,2003,Bryan Singer,Patrick Stewart Hugh Jackman Halle Berry Ian McKellen,134,x2  x men united,2003,Bryan Singer,Anna Paquin Brian Cox Halle Berry Hugh Jackman Ian McKellen Patrick Stewart,133,1
52070,a969,b2299,twister,1996,Jan de Bont,Helen Hunt Bill Paxton Cary Elwes Jami Gertz,113,twister,1996,Jan de Bont,Bill Paxton Helen Hunt,113,1
55817,a941,b2456,fracture,2007,Gregory Hoblit,Anthony Hopkins Ryan Gosling David Strathairn Rosamund Pike,113,fracture,2007,Gregory Hoblit,Anthony Hopkins David Strathairn Ryan Gosling,113,1
65094,a1051,b2900,talladega nights  the ballad of ricky bobby,2006,Adam McKay,Will Ferrell John C. Reilly Sacha Baron Cohen Gary Cole,108,talladega nights  the ballad of ricky bobby,2006,Adam McKay,John C. Reilly Will Ferrell,108,1
25415,a2006,b1153,only lovers left alive,2013,Jim Jarmusch,Tilda Swinton Tom Hiddleston Mia Wasikowska John Hurt,123,only lovers left alive,2014,Jim Jarmusch,Anton Yelchin Jeffrey Wright John Hurt Mia Wasikowska Tilda Swinton Tom Hiddleston,123,1
38206,a2940,b1674,rabbit hole,2010,John Cameron Mitchell,Nicole Kidman Aaron Eckhart Dianne Wiest Miles Teller,91,rabbit hole,2010,John Cameron Mitchell,Aaron Eckhart Dianne Wiest Nicole Kidman,91,1
5025,a44,b191,goodfellas,1990,Martin Scorsese,Robert De Niro Ray Liotta Joe Pesci Lorraine Bracco,146,goodfellas,1990,Martin Scorsese,Joe Pesci Lorraine Bracco Paul Sorvino Ray Liotta Robert De Niro,146,1
37624,a2205,b1645,annabelle  creation,2017,David F. Sandberg,Anthony LaPaglia Samara Lee Miranda Otto Brad Greenquist,109,stronger,2017,David Gordon Green,Acei Martin Bennett Deady Brina Carlos Sanz Clancy Brown Danny McCarthy Frankie Shaw J.P. Valenti Jake Gyllenhaal John Pollono Kate Fitzgerald Lenny Clarke Maggie Castle Michelle Romano Miranda Richardson Nate Richman Owen Burke Patty O'Neil Richard Lane Jr. Tatiana Maslany,119,0
66289,a327,b2941,furious 6,2013,Justin Lin,Vin Diesel Paul Walker Dwayne Johnson Michelle Rodriguez,130,fast five,2011,Justin Lin,Dwayne Johnson Paul Walker Vin Diesel,130,0
62511,a1373,b2785,crimson peak,2015,Guillermo del Toro,Mia Wasikowska Jessica Chastain Tom Hiddleston Charlie Hunnam,119,crimson peak,2015,Guillermo del Toro,Charlie Hunnam Jessica Chastain Mia Wasikowska Tom Hiddleston,119,1
62504,a1684,b2784,julie   julia,2009,Nora Ephron,Amy Adams Meryl Streep Chris Messina Stanley Tucci,118,julie   julia,2009,Nora Ephron,Amy Adams Chris Messina Meryl Streep,123,1
61752,a3005,b2754,gold,2016,Stephen Gaghan,Matthew McConaughey Edgar Ramírez Bryce Dallas Howard Corey Stoll,120,wonder,2017,Stephen Chbosky,Ali Liebert Bryce Gheisar Crystal Lowe Danielle Rose Russell Daveed Diggs Emma Tremblay Izabela Vidovic Jacob Tremblay Jennifer March Julia Roberts Mandy Patinkin Mark Dozlaw Nadji Jeter Noah Jupe Owen Wilson Rukiya Bernard Sonia Braga Steve Bacic,113,0
19749,a665,b893,the blair witch project,1999,Daniel Myrick Eduardo Sánchez,Heather Donahue Michael C. Williams Joshua Leonard Bob Griffin,81,the blair witch project,1999,Daniel Myrick Eduardo Sánchez,Heather Donahue Joshua Leonard Michael C. Williams,81,1
20294,a109,b913,district 9,2009,Neill Blomkamp,Sharlto Copley David James Jason Cope Nathalie Boltt,112,district 9,2009,Neill Blomkamp,Jason Cope Sharlto Copley,112,1
4927,a341,b181,it s a wonderful life,1946,Frank Capra,James Stewart Donna Reed Lionel Barrymore Thomas Mitchell,130,it s a wonderful life,1947,Frank Capra,Donna Reed James Stewart,130,1
7403,a426,b283,brokeback mountain,2005,Ang Lee,Jake Gyllenhaal Heath Ledger Michelle Williams Randy Quaid,134,brokeback mountain,2005,Ang Lee,Heath Ledger Jake Gyllenhaal Michelle Williams,134,1
2412,a2337,b78,the king of comedy,1982,Martin Scorsese,Robert De Niro Jerry Lewis Diahnne Abbott Sandra Bernhard,109,raging bull,1980,Martin Scorsese,Cathy Moriarty Joe Pesci Robert De Niro,0,0
66180,a71,b2934,the hobbit  an unexpected journey,2012,Peter Jackson,Martin Freeman Ian McKellen Richard Armitage Andy Serkis,169,the hobbit  the desolation of smaug,2013,Peter Jackson,Dean O'Gorman Elijah Wood Graham McTavish Ian McKellen James Nesbitt Ken Stott Martin Freeman Richard Armitage Stephen Hunter William Kircher,161,0
324,a760,b9,moonlight,2016,Barry Jenkins,Mahershala Ali Naomie Harris Trevante Rhodes Alex R. Hibbert,111,moonlight,2016,Barry Jenkins,Alex R. Hibbert Ashton Sanders Duan Sanderson Herman 'Caheei McGloun Jaden Piner Janelle Monáe Mahershala Ali Naomie Harris Shariff Earp,111,1
41149,a2658,b1794,bernie,2011,Richard Linklater,Jack Black Shirley MacLaine Matthew McConaughey Brady Coleman,104,bernie,2012,Richard Linklater,Jack Black Matthew McConaughey Shirley MacLaine,104,1
42768,a914,b1872,side effects,2013,Steven Soderbergh,Rooney Mara Channing Tatum Jude Law Catherine Zeta-Jones,106,side effects,2013,Steven Soderbergh,Catherine Zeta Jones Channing Tatum Jude Law Rooney Mara,106,1
28355,a807,b1262,halloween,1978,John Carpenter,Donald Pleasence Jamie Lee Curtis Tony Moran Nancy Kyes,91,halloween,1978,John Carpenter,Donald Pleasence Jamie Lee Curtis Tony Moran,91,1
346,a408,b11,vertigo,1958,Alfred Hitchcock,James Stewart Kim Novak Barbara Bel Geddes Tom Helmore,128,north by northwest,1959,Alfred Hitchcock,Adam Williams Cary Grant Edward Platt Eva Marie Saint James Mason Jessie Royce Landis Josephine Hutchinson Leo G. Carroll Martin Landau Philip Ober,136,0
14860,a1456,b643,babe,1995,Chris Noonan,James Cromwell Magda Szubanski Christine Cavanaugh Miriam Margolyes,91,babe,1995,Chris Noonan,Christine Cavanaugh James Cromwell Magda Szubanski,89,1
50236,a814,b2210,i love you  man,2009,John Hamburg,Paul Rudd Jason Segel Rashida Jones Sarah Burns,105,the company men,2011,John Wells,Ben Affleck Chris Cooper Tommy Lee Jones,109,0
14055,a442,b616,pineapple express,2008,David Gordon Green,Seth Rogen James Franco Gary Cole Danny McBride,111,animal kingdom,2010,David Michôd,Guy Pearce James Frecheville Joel Edgerton,113,0
66494,a2077,b2950,the straight story,1999,David Lynch,Richard Farnsworth Sissy Spacek Jane Galloway Heitz Joseph A. Carpenter,112,damsel,0,David Zellner Nathan Zellner,David Wingo David Zellner Gabe Casdorph Joseph Billingiere Mia Wasikowska Morgan Lund Nathan Zellner Ray Kelleher Robert Forster Robert Pattinson,113,0
12650,a259,b558,dallas buyers club,2013,Jean-Marc Vallée,Matthew McConaughey Jennifer Garner Jared Leto Steve Zahn,117,dallas buyers club,2013,Jean-Marc Vallée,Griffin Dunne Jared Leto Jennifer Garner Matthew McConaughey Steve Zahn,117,1
1954,a1488,b54,lady bird,2017,Greta Gerwig,Saoirse Ronan Laurie Metcalf Tracy Letts Lucas Hedges,94,lady bird,2017,Greta Gerwig,Andy Buckley Beanie Feldstein Danielle Macdonald Jake McDorman Jordan Rodrigues Kathryn Newton Kristen Cloke Laura Marano Laurie Metcalf Lois Smith Lucas Hedges Odeya Rush Saoirse Ronan Stephen Henderson Timoth Tracy Letts,94,1
6342,a171,b237,birdman or  the unexpected virtue of ignorance ,2014,Alejandro G. Iñárritu,Michael Keaton Zach Galifianakis Edward Norton Andrea Riseborough,119,birdman or  the unexpected virtue of ignorance ,2014,Alejandro González Iñárritu,Amy Ryan Andrea Riseborough Edward Norton Emma Stone Michael Keaton Naomi Watts Zach Galifianakis,119,1
1787,a176,b50,inside out,2015,Pete Docter Ronnie Del Carmen,Amy Poehler Bill Hader Lewis Black Mindy Kaling,95,inside out,2015,Pete Docter Ronaldo Del Carmen,Amy Poehler Bill Hader Lewis Black Mindy Kaling Phyllis Smith,94,1
50180,a2679,b2210,takers,2010,John Luessenhop,Chris Brown Hayden Christensen Matt Dillon Michael Ealy,107,the company men,2011,John Wells,Ben Affleck Chris Cooper Tommy Lee Jones,109,0
820,a77,b28,gravity,2013,Alfonso Cuarón,Sandra Bullock George Clooney Ed Harris Orto Ignatiussen,91,gravity,2013,Alfonso Cuarón,George Clooney Sandra Bullock,91,1
35207,a524,b1549,donnie brasco,1997,Mike Newell,Al Pacino Johnny Depp Michael Madsen Bruno Kirby,127,donnie brasco,1997,Mike Newell,Al Pacino Johnny Depp,127,1
24918,a2492,b1135,beasts of no nation,2015,Cary Joji Fukunaga,Abraham Attah Emmanuel Affadzi Ricky Adelayitor Andrew Adote,137,beasts of no nation,2015,Cary Fukunaga,,137,1
5901,a118,b227,the king s speech,2010,Tom Hooper,Colin Firth Geoffrey Rush Helena Bonham Carter Derek Jacobi,118,the king s speech,2010,Tom Hooper,Colin Firth Geoffrey Rush Helena Bonham Carter,118,1
50051,a203,b2209,rocky,1976,John G. Avildsen,Sylvester Stallone Talia Shire Burt Young Carl Weathers,120,rocky,1976,John G. Avildsen,Sylvester Stallone Talia Shire,120,1
26025,a338,b1167,dead poets society,1989,Peter Weir,Robin Williams Robert Sean Leonard Ethan Hawke Josh Charles,128,dead poets society,1989,Peter Weir,Ethan Hawke Robert Sean Leonard Robin Williams,128,1
8178,a612,b311,lincoln,2012,Steven Spielberg,Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt,150,lincoln,2012,Steven Spielberg,Daniel Day-Lewis,150,1
53417,a2460,b2365,spawn,1997,Mark A.Z. Dippé,Michael Jai White John Leguizamo Martin Sheen Theresa Randle,96,little voice,1998,Mark Herman,Brenda Blethyn Jane Horrocks Michael Caine,97,0
38505,a1893,b1681,the last emperor,1987,Bernardo Bertolucci,John Lone Joan Chen Peter O'Toole Ruocheng Ying,163,the last emperor,1987,Bernardo Bertolucci,Joan Chen John Lone Peter O'Toole,163,1
67855,a536,b2995,pitch perfect,2012,Jason Moore,Anna Kendrick Brittany Snow Rebel Wilson Anna Camp,112,pitch perfect,2012,Jason Moore,Anna Camp Anna Kendrick Brittany Snow Rebel Wilson,112,1
64119,a2457,b2843,christine,1983,John Carpenter,Keith Gordon John Stockwell Alexandra Paul Robert Prosky,110,blue thunder,1983,John Badham,Candy Clark Daniel Stern David Sheiner Ed Bernard Jason Bernard Joe Santos Malcolm McDowell Paul Roebling Roy Scheider Warren Oates,109,0
62075,a1865,b2761,the girl who played with fire,2009,Daniel Alfredson,Noomi Rapace Michael Nyqvist Lena Endre Peter Andersson,129,the girl who played with fire,2010,Daniel Alfredson,Michael Nyqvist Noomi Rapace,129,1
17185,a1725,b758,memories of murder,2003,Joon-ho Bong,Kang-ho Song Sang-kyung Kim Roe-ha Kim Jae-ho Song,132,memories of murder,2005,Joon-ho Bong,,132,1
64600,a74,b2871,snatch,2000,Guy Ritchie,Jason Statham Brad Pitt Benicio Del Toro Dennis Farina,102,lock  stock and two smoking barrels,1999,Guy Ritchie,Dexter Fletcher Jason Flemyng,107,0
46474,a926,b2069,cinderella man,2005,Ron Howard,Russell Crowe Renée Zellweger Craig Bierko Paul Giamatti,144,cinderella man,2005,Ron Howard,Craig Bierko Renée Zellweger Russell Crowe,144,1
67073,a2757,b2964,the sisterhood of the traveling pants,2005,Ken Kwapis,Amber Tamblyn Alexis Bledel America Ferrera Blake Lively,119,the sisterhood of the traveling pants,2005,Ken Kwapis,Alexis Bledel Amber Tamblyn America Ferrera Blake Lively,119,1
22114,a1762,b1008,all the president s men,1976,Alan J. Pakula,Dustin Hoffman Robert Redford Jack Warden Martin Balsam,138,all the president s men,1976,Alan J. Pakula,Dustin Hoffman Hal Holbrook Jack Warden Jane Alexander Jason Robards Martin Balsam Meredith Baxter Ned Beatty Robert Redford Stephen Collins,138,1
41183,a547,b1796,bridesmaids,2011,Paul Feig,Kristen Wiig Maya Rudolph Rose Byrne Terry Crews,125,bridesmaids,2011,Paul Feig,Kristen Wiig Maya Rudolph Rose Byrne,125,1
4819,a349,b173,borat  cultural learnings of america for make benefit glorious nation of kazakhstan,2006,Larry Charles,Sacha Baron Cohen Ken Davitian Luenell Chester,84,borat  cultural learnings of america for make benefit glorious nation of kazakhstan,2006,Larry Charles,Ken Davitian Sacha Baron Cohen,84,1
38633,a1616,b1694,the manchurian candidate,2004,Jonathan Demme,Denzel Washington Liev Schreiber Meryl Streep Kimberly Elise,129,the manchurian candidate,2004,Jonathan Demme,Denzel Washington Liev Schreiber,129,1
61722,a2053,b2753,world trade center,2006,Oliver Stone,Nicolas Cage Michael Peña Maria Bello Maggie Gyllenhaal,129,world trade center,2006,Oliver Stone,Maria Bello Michael Peña Nicolas Cage,129,1
42814,a1279,b1872,magic mike,2012,Steven Soderbergh,Channing Tatum Alex Pettyfer Olivia Munn Matthew McConaughey,110,side effects,2013,Steven Soderbergh,Catherine Zeta Jones Channing Tatum Jude Law Rooney Mara,106,0
17912,a669,b797,eastern promises,2007,David Cronenberg,Naomi Watts Viggo Mortensen Armin Mueller-Stahl Josef Altin,100,a history of violence,2005,David Cronenberg,Ed Harris Maria Bello Viggo Mortensen,96,0
11146,a625,b460,atonement,2007,Joe Wright,Keira Knightley James McAvoy Brenda Blethyn Saoirse Ronan,123,atonement,2007,Joe Wright,Brenda Blethyn James McAvoy Keira Knightley,123,1
64977,a850,b2887,cloudy with a chance of meatballs,2009,Phil Lord Christopher Miller,Anna Faris Bill Hader Bruce Campbell James Caan,90,cloudy with a chance of meatballs,2009,Chris Miller Phil Lord,Anna Faris Bill Hader Bruce Campbell,90,1
5834,a972,b226,chicken run,2000,Peter Lord Nick Park,Mel Gibson Julia Sawalha Phil Daniels Lynn Ferguson,84,chicken run,2000,Nick Park Peter Lord,Julia Sawalha Mel Gibson,84,1
44976,a192,b1992,ocean s eleven,2001,Steven Soderbergh,George Clooney Brad Pitt Julia Roberts Matt Damon,116,ocean s eleven,2001,Steven Soderbergh,Brad Pitt George Clooney,116,1
57706,a987,b2547,a million ways to die in the west,2014,Seth MacFarlane,Seth MacFarlane Charlize Theron Liam Neeson Amanda Seyfried,116,this is the end,2013,Evan Goldberg Seth Rogen,Craig Robinson Danny McBride Emma Watson James Franco Jay Baruchel Jonah Hill Michael Cera Mindy Kaling Paul Rudd Seth Rogen,107,0
59134,a965,b2617,ronin,1998,John Frankenheimer,Robert De Niro Jean Reno Natascha McElhone Stellan Skarsgård,122,ronin,1998,John Frankenheimer,Jean Reno Natascha McElhone Robert De Niro,122,1
41310,a1879,b1799,the muppets,2011,James Bobin,Amy Adams Jason Segel Chris Cooper Rashida Jones,103,the muppets,2011,James Bobin,,98,1
9345,a38,b358,back to the future,1985,Robert Zemeckis,Michael J. Fox Christopher Lloyd Lea Thompson Crispin Glover,116,back to the future,1985,Robert Zemeckis,Christopher Lloyd Michael J. Fox,116,1
39631,a2227,b1726,frank,2014,Lenny Abrahamson,Michael Fassbender Domhnall Gleeson Maggie Gyllenhaal Moira Brooker,95,frank,2014,Lenny Abrahamson,Domhnall Gleeson Maggie Gyllenhaal Michael Fassbender,95,1
61580,a1720,b2735,ruby sparks,2012,Jonathan Dayton Valerie Faris,Paul Dano Zoe Kazan Annette Bening Antonio Banderas,104,ruby sparks,2012,Jonathan Dayton Valerie Faris,Annette Bening Antonio Banderas Paul Dano Zoe Kazan,104,1
9784,a1087,b380,superman,1978,Richard Donner,Christopher Reeve Margot Kidder Gene Hackman Marlon Brando,143,superman,1978,Richard Donner,Christopher Reeve Gene Hackman Margot Kidder,143,1
38256,a1183,b1675,the last of the mohicans,1992,Michael Mann,Daniel Day-Lewis Madeleine Stowe Russell Means Eric Schweig,112,the last of the mohicans,1992,Michael Mann,Daniel Day-Lewis Madeleine Stowe,112,1
62539,a103,b2788,captain america  the first avenger,2011,Joe Johnston,Chris Evans Hugo Weaving Samuel L. Jackson Hayley Atwell,124,captain america  the first avenger,2011,Joe Johnston,Chris Evans Hugo Weaving,125,1
38692,a1173,b1697,the naked gun  from the files of police squad ,1988,David Zucker,Leslie Nielsen Priscilla Presley O.J. Simpson Ricardo Montalban,85,the naked gun  from the files of police squad ,1988,David Zucker,Leslie Nielsen O.J. Simpson Priscilla Presley,85,1
52491,a1911,b2315,the founder,2016,John Lee Hancock,Michael Keaton Nick Offerman John Carroll Lynch Linda Cardellini,115,the homesman,2014,Tommy Lee Jones,David Dencik Grace Gummer Hilary Swank James Spader John Lithgow Miranda Otto Sonja Richter Tim Blake Nelson Tommy Lee Jones,122,0
9602,a1971,b371,inherent vice,2014,Paul Thomas Anderson,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston,148,the master,2012,Paul Thomas Anderson,Amy Adams Jesse Plemons Joaquin Phoenix Philip Seymour Hoffman,144,0
1311,a45,b40,wall  e,2008,Andrew Stanton,Ben Burtt Elissa Knight Jeff Garlin Fred Willard,98,wall e,2008,Andrew Stanton,Ben Burtt Elissa Knight Jeff Garlin,98,1
20686,a1355,b937,the hours,2002,Stephen Daldry,Meryl Streep Nicole Kidman Julianne Moore Stephen Dillane,110,the hours,2002,Stephen Daldry,Julianne Moore Meryl Streep Nicole Kidman,114,1
15832,a1482,b688,leaving las vegas,1995,Mike Figgis,Nicolas Cage Elisabeth Shue Julian Sands Richard Lewis,111,leaving las vegas,1995,Mike Figgis,Elisabeth Shue Nicolas Cage,111,1
17037,a751,b744,chicago,2002,Rob Marshall,Renée Zellweger Catherine Zeta-Jones Richard Gere Taye Diggs,113,chicago,2002,Rob Marshall,Catherine Zeta Jones Renée Zellweger Richard Gere,113,1
16103,a505,b704,the nightmare before christmas,1993,Henry Selick,Danny Elfman Chris Sarandon Catherine O'Hara William Hickey,76,the nightmare before christmas,1993,Henry Selick,Catherine O'Hara Chris Sarandon Danny Elfman William Hickey,76,1
64602,a179,b2871,lock  stock and two smoking barrels,1998,Guy Ritchie,Jason Flemyng Dexter Fletcher Nick Moran Jason Statham,107,lock  stock and two smoking barrels,1999,Guy Ritchie,Dexter Fletcher Jason Flemyng,107,1
18109,a201,b805,arrival,2016,Denis Villeneuve,Amy Adams Jeremy Renner Forest Whitaker Michael Stuhlbarg,116,arrival,2016,Denis Villeneuve,Amy Adams Forest Whitaker Jeremy Renner Michael Stuhlbarg,116,1
30393,a3049,b1352,my own private idaho,1991,Gus Van Sant,River Phoenix Keanu Reeves James Russo William Richert,104,my own private idaho,1991,Gus Van Sant,Keanu Reeves River Phoenix,104,1
25629,a537,b1159,the untouchables,1987,Brian De Palma,Kevin Costner Sean Connery Robert De Niro Charles Martin Smith,119,the untouchables,1987,Brian De Palma,Kevin Costner Robert De Niro Sean Connery,119,1
57454,a2212,b2534,synecdoche  new york,2008,Charlie Kaufman,Philip Seymour Hoffman Samantha Morton Michelle Williams Catherine Keener,124,synecdoche  new york,2008,Charlie Kaufman,Michelle Williams Philip Seymour Hoffman Samantha Morton,124,1
6032,a557,b230,the fugitive,1993,Andrew Davis,Harrison Ford Tommy Lee Jones Sela Ward Julianne Moore,130,the fugitive,1993,Andrew Davis,Harrison Ford Tommy Lee Jones,130,1
39032,a759,b1701,the girl with the dragon tattoo,2009,Niels Arden Oplev,Michael Nyqvist Noomi Rapace Ewa Fröling Lena Endre,152,the girl with the dragon tattoo,2010,Niels Arden Oplev,Ewa Fröling Michael Nyqvist Noomi Rapace,152,1
30153,a1098,b1334,dazed and confused,1993,Richard Linklater,Jason London Wiley Wiggins Matthew McConaughey Rory Cochrane,102,dazed and confused,1993,Richard Linklater,Jason London Matthew McConaughey Rory Cochrane Wiley Wiggins,102,1
14765,a114,b641,kill bill  vol  2,2004,Quentin Tarantino,Uma Thurman David Carradine Michael Madsen Daryl Hannah,137,kill bill  vol  2,2004,Quentin Tarantino,Daryl Hannah David Carradine Michael Madsen Uma Thurman,136,1
10590,a1935,b437,half nelson,2006,Ryan Fleck,Ryan Gosling Anthony Mackie Shareeka Epps Jeff Lima,106,half nelson,2006,Ryan Fleck,Ryan Gosling Shareeka Epps,106,1
58450,a2182,b2587,stay,2005,Marc Forster,Ewan McGregor Naomi Watts Ryan Gosling Kate Burton,99,finding neverland,2004,Marc Forster,Johnny Depp Julie Christie Kate Winslet,106,0
33,a280,b3,rear window,1954,Alfred Hitchcock,James Stewart Grace Kelly Wendell Corey Thelma Ritter,112,rear window,1954,Alfred Hitchcock,Frank Cady Georgine Darcy Grace Kelly James Stewart Judith Evelyn Raymond Burr Ross Bagdasarian Sara Berner Thelma Ritter Wendell Corey,112,1
55629,a631,b2445,the place beyond the pines,2012,Derek Cianfrance,Ryan Gosling Bradley Cooper Eva Mendes Craig Van Hook,140,the place beyond the pines,2013,Derek Cianfrance,Bradley Cooper Eva Mendes Ryan Gosling,140,1
1195,a132,b34,the social network,2010,David Fincher,Jesse Eisenberg Andrew Garfield Justin Timberlake Rooney Mara,120,the social network,2010,David Fincher,Andrew Garfield Jesse Eisenberg Justin Timberlake,120,1
15847,a908,b689,war for the planet of the apes,2017,Matt Reeves,Andy Serkis Woody Harrelson Steve Zahn Karin Konoval,140,war for the planet of the apes,2017,Matt Reeves,Amiah Miller Andy Serkis Gabriel Chavarria Karin Konoval Michael Adamthwaite Steve Zahn Terry Notary Toby Kebbell Ty Olsson Woody Harrelson,140,1
28919,a254,b1287,ex machina,2014,Alex Garland,Alicia Vikander Domhnall Gleeson Oscar Isaac Sonoya Mizuno,108,ex machina,2015,Alex Garland,Alicia Vikander Domhnall Gleeson Oscar Isaac Sonoya Mizuno,108,1
31981,a1552,b1408,the butler,2013,Lee Daniels,Forest Whitaker Oprah Winfrey John Cusack Jane Fonda,132,chi raq,2015,Spike Lee,Angela Bassett D.B. Sweeney David Patrick Kelly Jennifer Hudson John Cusack Nick Cannon Samuel L. Jackson Teyonah Parris Wesley Snipes,127,0
2544,a1303,b85,manhattan,1979,Woody Allen,Woody Allen Diane Keaton Mariel Hemingway Michael Murphy,96,annie hall,1977,Woody Allen,Diane Keaton Woody Allen,93,0
12146,a173,b527,looper,2012,Rian Johnson,Joseph Gordon-Levitt Bruce Willis Emily Blunt Paul Dano,113,looper,2012,Rian Johnson,Bruce Willis Emily Blunt Garret Dillahunt Jeff Daniels Joseph Gordon-Levitt Noah Segan Paul Dano Piper Perabo,119,1
28541,a2571,b1275,the lost city of z,2016,James Gray,Charlie Hunnam Robert Pattinson Sienna Miller Tom Holland,141,the lost city of z,2017,James Gray,Charlie Hunnam Robert Pattinson Sienna Miller Tom Holland,141,1
10659,a2291,b441,a perfect world,1993,Clint Eastwood,Kevin Costner Clint Eastwood Laura Dern T.J. Lowther,138,unforgiven,1992,Clint Eastwood,Clint Eastwood Gene Hackman Morgan Freeman,131,0
54609,a1651,b2422,my cousin vinny,1992,Jonathan Lynn,Joe Pesci Marisa Tomei Ralph Macchio Mitchell Whitfield,120,my cousin vinny,1992,Jonathan Lynn,Joe Pesci Marisa Tomei,120,1
39098,a346,b1704,the chronicles of narnia  the lion  the witch and the wardrobe,2005,Andrew Adamson,Tilda Swinton Georgie Henley William Moseley Skandar Keynes,143,the chronicles of narnia  the lion  the witch and the wardrobe,2005,Andrew Adamson,Anna Popplewell Georgie Henley Skandar Keynes Tilda Swinton William Moseley,143,1
18544,a1820,b823,driving miss daisy,1989,Bruce Beresford,Morgan Freeman Jessica Tandy Dan Aykroyd Patti LuPone,99,driving miss daisy,1989,Bruce Beresford,Dan Aykroyd Jessica Tandy Morgan Freeman,99,1
28521,a11,b1274,the dark knight rises,2012,Christopher Nolan,Christian Bale Tom Hardy Anne Hathaway Gary Oldman,164,the dark knight rises,2012,Christopher Nolan,Anne Hathaway Christian Bale Gary Oldman Joseph Gordon-Levitt Marion Cotillard Michael Caine Morgan Freeman Tom Hardy,165,1
12197,a1154,b536,in the name of the father,1993,Jim Sheridan,Daniel Day-Lewis Pete Postlethwaite Alison Crosbie Philip King,133,in the name of the father,1993,Jim Sheridan,Daniel Day-Lewis,133,1
18123,a1591,b806,epic movie,2007,Jason Friedberg Aaron Seltzer,Kal Penn Jennifer Coolidge Fred Willard Adam Campbell,86,juno,2007,Jason Reitman,Ellen Page Jennifer Garner Michael Cera,96,0
56400,a2850,b2484,a river runs through it,1992,Robert Redford,Craig Sheffer Brad Pitt Tom Skerritt Brenda Blethyn,123,a river runs through it,1992,Robert Redford,Brad Pitt Craig Sheffer,123,1
12540,a620,b547,snowpiercer,2013,Joon-ho Bong,Chris Evans Jamie Bell Tilda Swinton Ed Harris,126,snowpiercer,2014,Joon-ho Bong,Chris Evans Ed Harris Jamie Bell Tilda Swinton,126,1
31230,a2126,b1385,paddington,2014,Paul King,Hugh Bonneville Sally Hawkins Julie Walters Jim Broadbent,95,paddington,2015,Paul King,Hugh Bonneville Jim Broadbent Julie Walters Nicole Kidman Sally Hawkins,95,1
12031,a1747,b517,lagaan  once upon a time in india,2001,Ashutosh Gowariker,Aamir Khan Raghuvir Yadav Gracy Singh Rachel Shelley,224,lagaan  once upon a time in india,2002,Ashutosh Gowariker,,224,1
